                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7623      2.0000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                              effective_T                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                       1                  5.5901699437494777E+001                  2.0000000000000000E+001                  1.7474250108400471E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1190                  8.8540931331189601E+000                  4.4107090526053500E-001                  7.8131039860096640E-008                  9.9999999490018077E-001                  9.9999996967574889E-001                  4.4107090526053500E-001                  7.8131039860096640E-008                  9.9999999490018077E-001                  9.9999996967574889E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1124434302010919E+034                  1.7518759074262055E+034                  1.7691067666419163E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2666678122865688E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8592451392253677E+000                 -2.7851306297330293E+001                 -9.8999999999999986E+001                  4.8592451392253677E+000                  4.5417004885252226E+000                  3.4809716679655241E+004                  4.4881172808001160E+004                  4.6520641971203913E+000                  7.6588995796237735E-001                  4.2071394331523511E+000                  1.6111628267671380E+004                  7.5541063464333265E+000                  6.7630380089699493E-001                  1.6429688255593994E+001                  6.2038406946351043E-001                  8.4954876670550328E-001                  1.2980127298791826E+000                  6.9909716760167251E-001                  2.8036676926015147E-001                  1.8223328791013601E-004                  9.2943358599428694E-003                  3.4416106108119920E-003                  9.3604466091399673E-003                  1.3991949108891726E+001                  5.6029348075068102E+000                  2.7650331367823018E+000                  4.8557349849560447E+000                 -2.7851306297330293E+001                  1.9246918660348564E-008                                        0                                        0 
                                       2                  1.2298373876248850E+002                  2.0000000000000000E+001                  1.8266062568876720E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1065                  9.1082461924227829E+000                  4.5399770310908594E-001                  7.8131039860096507E-008                  9.9999999490018054E-001                  9.9999996976482219E-001                  4.5399770310908594E-001                  7.8131039860096507E-008                  9.9999999490018054E-001                  9.9999996976482219E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1543023464023153E+034                  1.8004938352927002E+034                  1.8203215567764790E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2618122031112032E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9329331351727381E+000                 -2.7910584436758814E+001                 -9.8999999999999986E+001                  4.9329331351727381E+000                  4.5410134595448568E+000                  3.4754693236301944E+004                  4.4684705941065797E+004                  4.6501589042961760E+000                  7.6631136951099954E-001                  4.2062966100551069E+000                  1.6080391203683090E+004                  7.5531243740211247E+000                  6.7289807458600825E-001                  1.6425377574581336E+001                  6.2037508106694039E-001                  8.4955768935890730E-001                  1.2979860381131649E+000                  6.9911483857480872E-001                  2.8035875870714899E-001                  2.4433014346146760E-004                  9.2956642981736164E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991886602890645E+001                  5.6029615446846490E+000                  2.9258826901487516E+000                  4.9286389656834659E+000                 -2.7910584436758814E+001                  5.7571493693492650E-008                                        0                                        0 
                                       3                  2.0348218595248099E+002                  2.0000000000000000E+001                  1.9057875029352966E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1064                  9.4164557184209734E+000                  4.6954195001884291E-001                  7.8131039860096507E-008                  9.9999999490018066E-001                  9.9999996956887471E-001                  4.6954195001884291E-001                  7.8131039860096507E-008                  9.9999999490018066E-001                  9.9999996956887471E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1928006308623195E+034                  1.8203215567764790E+034                  1.8791536451707695E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2545287893481468E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9781248968035650E+000                 -2.7990826970512611E+001                 -9.8999999999999986E+001                  4.9781248968035650E+000                  4.5400926143008107E+000                  3.4681080077107166E+004                  4.4421342756340069E+004                  4.6475916821470626E+000                  7.6686944892453590E-001                  4.2051804512280340E+000                  1.6039116844705319E+004                  7.5517645916428009E+000                  6.6823901313627532E-001                  1.6419453662338000E+001                  6.2036657076096979E-001                  8.4956616852868261E-001                  1.2979609101624803E+000                  6.9913162340042501E-001                  2.8035058564829451E-001                  3.0013944092607928E-004                  9.2970182262775702E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991802910055211E+001                  5.6029919334042813E+000                  3.0407466827147775E+000                  4.9730791374463728E+000                 -2.7990826970512611E+001                  6.3765774836107245E-008                                        0                                        0 
                                       4                  3.0008032258047189E+002                  2.0000000000000000E+001                  1.9849687489829215E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1062                  9.7255613745563334E+000                  4.8481002115913063E-001                  7.8131039860096507E-008                  9.9999999468772993E-001                  9.9999996931088808E-001                  4.8481002115913063E-001                  7.8131039860096507E-008                  9.9999999468772993E-001                  9.9999996931088808E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2055943496010314E+034                  1.8344225430809073E+034                  1.9424281597791604E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2349890383088892E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0053457056043067E+000                 -2.8102808224865836E+001                 -1.0837079843903322E+001                  5.0053457056043067E+000                  4.5387950728307045E+000                  3.4577618060094130E+004                  4.4060608785888107E+004                  4.6440504935075602E+000                  7.6769393754499693E-001                  4.2035314739871126E+000                  1.5978333222939451E+004                  7.5498691503899034E+000                  6.6184092944371742E-001                  1.6411276084986060E+001                  6.2035754907735563E-001                  8.4957517921679204E-001                  1.2979344505163426E+000                  6.9914945910319759E-001                  2.8034132473152673E-001                  3.5608423671535728E-004                  9.2985568365827210E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991695621667231E+001                  5.6030258078564614E+000                  3.1307627906865152E+000                  4.9995096941656074E+000                 -2.8102808224865836E+001                  7.8911063243103923E-008                                        0                                        0 
                                       5                  4.1599808653406103E+002                  2.0000000000000000E+001                  2.0641499950305464E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1062                  1.0038972771570460E+001                  5.0114369395865688E-001                  7.8131039860096507E-008                  9.9999999468772993E-001                  9.9999996894309207E-001                  5.0114369395865688E-001                  7.8131039860096507E-008                  9.9999999468772993E-001                  9.9999996894309207E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2055943496010314E+034                  1.8344225430809073E+034                  2.0017879264581303E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2152929530950782E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0004441507973318E+000                 -2.8232713927915476E+001                 -9.8999999999999986E+001                  5.0004441507973318E+000                  4.5372765592186104E+000                  3.4456928302424880E+004                  4.3646715569017710E+004                  4.6399515684558059E+000                  7.6868150224330811E-001                  4.2015563445904895E+000                  1.5905830298384175E+004                  7.5476742727636035E+000                  6.5451655443093582E-001                  1.6401875221132936E+001                  6.2035142973510093E-001                  8.4958139377276021E-001                  1.2979165612431034E+000                  6.9916175462979058E-001                  2.8033408521712322E-001                  3.8972830237510997E-004                  9.2997614450495529E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991568201626137E+001                  5.6030631487363607E+000                  3.1711600862146931E+000                  4.9939617268979486E+000                 -2.8232713927915476E+001                  7.9237626431674914E-008                                        0                                        0 
                                       6                  5.5509940327836796E+002                  2.0000000000000000E+001                  2.1433312410781711E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1059                  1.0286619989625640E+001                  5.1317026689214829E-001                  7.8131039860096507E-008                  9.9999999447527921E-001                  9.9999996850938699E-001                  5.1317026689214829E-001                  7.8131039860096507E-008                  9.9999999447527921E-001                  9.9999996850938699E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1928006308623195E+034                  1.8259763946673954E+034                  2.0626111620539284E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2053863363474904E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9780621337474535E+000                 -2.8379828637629480E+001                 -9.8999999999999986E+001                  4.9780621337474535E+000                  4.5355414527098326E+000                  3.4319539568176056E+004                  4.3184291146506708E+004                  4.6353257952157536E+000                  7.6983882864083886E-001                  4.1992416917954287E+000                  1.5821282738955879E+004                  7.5451942011143283E+000                  6.4633513737034776E-001                  1.6391330152077163E+001                  6.2034665937507139E-001                  8.4958618868114133E-001                  1.2979030669822622E+000                  6.9917124204702485E-001                  2.8032776798277553E-001                  4.1138554872215821E-004                  9.3008187217359338E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991422973652909E+001                  5.6031038340573875E+000                  3.1848484883935715E+000                  4.9710137409942750E+000                 -2.8379828637629480E+001                  7.7905124640684109E-008                                        0                                        0 
                                       7                  7.1860417003993666E+002                  2.0000000000000000E+001                  2.2135304184523834E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1059                  1.0489806025951829E+001                  5.2238750398612033E-001                  7.8131039860096507E-008                  9.9999999447527921E-001                  9.9999996797331603E-001                  5.2238750398612033E-001                  7.8131039860096507E-008                  9.9999999447527921E-001                  9.9999996797331603E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1639462163331427E+034                  1.8004938352927002E+034                  2.0938447068158614E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1829501377663787E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9227684742874409E+000                 -2.8514224249280321E+001                 -1.0837079843903322E+001                  4.9227684742874409E+000                  4.5339315392419239E+000                  3.4192553824449911E+004                  4.2761078758702883E+004                  4.6310486528754300E+000                  7.7092008440649329E-001                  4.1970791802641196E+000                  1.5742698580751461E+004                  7.5429334024329737E+000                  6.3896569017692606E-001                  1.6381791411631085E+001                  6.2034779533499773E-001                  8.4958520937221138E-001                  1.2979068637230413E+000                  6.9916929407391237E-001                  2.8032658705110064E-001                  3.9257296031902362E-004                  9.3010219827499557E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991272922473019E+001                  5.6031474931809191E+000                  3.1445066761816993E+000                  4.9154711089936560E+000                 -2.8514224249280321E+001                  6.2302704606350782E-008                                        0                                        0 
                                       8                  9.0921931705151871E+002                  2.0000000000000000E+001                  2.2801574083808669E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1056                  1.0553356003398598E+001                  5.2760198746449016E-001                  7.8131039860096507E-008                  9.9999999426282848E-001                  9.9999996747450004E-001                  5.2760198746449016E-001                  7.8131039860096507E-008                  9.9999999426282848E-001                  9.9999996747450004E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1253387275250359E+034                  1.7719698043181840E+034                  2.1144741903407858E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1754324181688486E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8586987502258987E+000                 -2.8631875190506690E+001                 -1.0837079843903322E+001                  4.8586987502258987E+000                  4.5324904556706667E+000                  3.4079283523986924E+004                  4.2387365175141822E+004                  4.6272364213933956E+000                  7.7189613580799155E-001                  4.1951270774611231E+000                  1.5672095789958999E+004                  7.5409577403599464E+000                  6.3262000586316480E-001                  1.6373533921802672E+001                  6.2035095204310842E-001                  8.4958213039605812E-001                  1.2979168389565972E+000                  6.9916318813545086E-001                  2.8032753280888684E-001                  3.6056568579476085E-004                  9.3008753944095000E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3991122338896600E+001                  5.6031944227399890E+000                  3.0875362845195031E+000                  4.8512800828573015E+000                 -2.8631875190506690E+001                  4.8503921371846815E-008                                        0                                        0 
                                       9                  1.1379574934654172E+003                  2.0000000000000000E+001                  2.3593386544284916E+000                  3.4599708446224163E+001                 -9.8999999999999986E+001                                     1056                  1.0530748238709846E+001                  5.2500444065528762E-001                  7.8131039860096507E-008                  9.9999999426282848E-001                  9.9999996702542360E-001                  5.2500444065528762E-001                  7.8131039860096507E-008                  9.9999999426282848E-001                  9.9999996702542360E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0736584403531637E+034                  1.7287791895312935E+034                  2.1144741903407858E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1653698664797444E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7753556037624021E+000                 -2.8712310887539296E+001                 -1.1138109839567303E+001                  4.7753556037624021E+000                  4.5314511854163513E+000                  3.3997829018748213E+004                  4.2119473599201505E+004                  4.6244829348213630E+000                  7.7259793303060476E-001                  4.1937234830158969E+000                  1.5621526972396017E+004                  7.5396071936043674E+000                  6.2840859068333477E-001                  1.6367992504457401E+001                  6.2035816148384593E-001                  8.4957503537483670E-001                  1.2979386232188750E+000                  6.9914912420693376E-001                  2.8033256782071159E-001                  3.0350244017450002E-004                  9.3000491346759920E-003                  3.4416106108119938E-003                  9.3604466091399777E-003                  1.3990973856240370E+001                  5.6032475763734926E+000                  2.9981168349077656E+000                  4.7680408826976022E+000                 -2.8712310887539296E+001                  2.9174760901820214E-008                                        0                                        0 
